booking_id,booking_date,checkin_date,checkout_date,city,hotel_type,room_type,length_of_stay,adults,children,customer_segment,booking_month,checkin_month,checkin_day_of_week,is_weekend_checkin,is_peak_season,is_special_event,lead_time_days,occupancy_rate,base_adr,competitor_adr,dynamic_adr,total_revenue,price_change_from_base
HB020713,2023-10-28,2023-11-07,2023-11-13,Kolkata,Luxury,Standard,6,2,2,Business,10,11,1,0,1,0,10,0.95,4800,9284.66,18294.38,109766.28,281.13
HB020714,2023-03-21,2023-05-19,2023-05-20,Hyderabad,Luxury,Suite,1,2,0,Leisure,3,5,4,0,1,0,59,0.919,5500,10734.22,35305.42,35305.42,541.92
HB020715,2024-09-16,2024-11-14,2024-11-19,Pune,Business,Suite,5,2,2,Business,9,11,3,0,1,0,59,0.915,5200,5381.53,15922.18,79610.92,206.2
HB020716,2023-03-02,2023-06-28,2023-07-04,Chennai,Boutique,Standard,6,4,0,Leisure,3,6,2,0,0,0,118,0.827,5800,7494.29,8368.39,50210.36,44.28
HB020717,2024-07-23,2024-11-26,2024-11-27,Chennai,Budget,Suite,1,1,2,Business,7,11,1,0,1,0,126,0.95,5800,3620.04,12155.05,12155.05,109.57
HB020718,2023-03-06,2023-03-18,2023-03-22,Pune,Business,Executive,4,1,1,Group,3,3,5,1,0,0,12,0.818,5200,4982.93,11233.63,44934.53,116.03
HB020719,2023-04-23,2023-06-22,2023-06-23,Goa,Resort,Deluxe,1,1,2,Business,4,6,3,0,0,0,60,0.816,8500,13873.68,21624.91,21624.91,154.41
HB020720,2024-07-19,2024-08-25,2024-09-01,Pune,Resort,Suite,7,2,1,Leisure,7,8,6,1,0,0,37,0.67,5200,8729.64,17608.91,123262.35,238.63
HB020721,2024-02-27,2024-04-08,2024-04-15,Pune,Boutique,Suite,7,2,0,Leisure,2,4,0,0,1,0,41,0.925,5200,7249.86,23645.62,165519.36,354.72
HB020722,2022-07-22,2023-01-11,2023-01-14,Delhi,Boutique,Executive,3,3,0,Leisure,7,1,2,0,1,0,173,0.95,6800,9044.18,26079.52,78238.56,283.52
HB020723,2024-02-10,2024-03-17,2024-03-18,Mumbai,Business,Standard,1,2,2,Business,2,3,6,1,0,0,36,0.772,7500,7959.57,9379.14,9379.14,25.06
HB020724,2023-03-13,2023-05-11,2023-05-18,Delhi,Boutique,Suite,7,3,0,Group,3,5,3,0,1,0,59,0.892,6800,9687.05,29220.46,204543.21,329.71
HB020725,2024-02-01,2024-07-14,2024-07-19,Hyderabad,Business,Executive,5,4,0,Leisure,2,7,6,1,0,0,164,0.668,5500,5454.01,8754.01,43770.04,59.16
HB020726,2024-10-24,2024-11-24,2024-11-26,Pune,Budget,Deluxe,2,2,0,Leisure,10,11,6,1,1,0,31,0.935,5200,3116.27,7963.05,15926.1,53.14
HB020727,2022-10-09,2023-01-01,2023-01-06,Pune,Luxury,Executive,5,2,0,Leisure,10,1,6,1,1,0,84,0.95,5200,10808.83,33050.78,165253.88,535.59
HB020728,2024-08-23,2024-11-11,2024-11-18,Delhi,Business,Deluxe,7,3,0,Business,8,11,0,0,1,0,80,0.95,6800,6570.43,14419.13,100933.92,112.05
HB020729,2023-12-09,2024-01-18,2024-01-21,Mumbai,Budget,Deluxe,3,4,0,Business,12,1,3,0,1,0,40,0.905,7500,4929.96,9852.99,29558.97,31.37
HB020730,2023-07-09,2023-07-24,2023-07-25,Goa,Boutique,Suite,1,1,1,Leisure,7,7,0,0,0,0,15,0.796,8500,12961.94,27813.06,27813.06,227.21
HB020731,2023-12-12,2024-05-01,2024-05-08,Mumbai,Boutique,Standard,7,2,1,Business,12,5,2,0,1,0,141,0.95,7500,11500.05,17340.0,121380.01,131.2
HB020732,2023-04-29,2023-06-06,2023-06-13,Kolkata,Luxury,Executive,7,2,2,Business,4,6,1,0,0,0,38,0.787,4800,9988.96,14674.99,102724.96,205.73
HB020733,2023-11-16,2024-02-02,2024-02-05,Kolkata,Boutique,Deluxe,3,3,0,Leisure,11,2,4,0,0,0,78,0.733,4800,7245.86,8408.22,25224.65,75.17
HB020734,2023-12-25,2024-04-29,2024-05-01,Chennai,Budget,Deluxe,2,4,0,Business,12,4,0,0,1,0,126,0.939,5800,3825.05,7806.03,15612.05,34.59
HB020735,2023-04-20,2023-05-20,2023-05-25,Delhi,Luxury,Executive,5,1,2,Group,4,5,5,1,1,0,30,0.95,6800,12785.78,46164.28,230821.4,578.89
HB020736,2024-01-27,2024-07-16,2024-07-17,Goa,Budget,Executive,1,2,2,Business,1,7,1,0,0,0,171,0.736,8500,4809.2,8121.21,8121.21,-4.46
HB020737,2023-03-20,2023-03-26,2023-03-28,Goa,Luxury,Standard,2,1,0,Group,3,3,6,1,0,0,6,0.723,8500,17247.18,25736.52,51473.04,202.78
HB020738,2023-03-28,2023-08-10,2023-08-15,Mumbai,Resort,Executive,5,2,0,Leisure,3,8,3,0,0,0,135,0.742,7500,14183.95,19356.4,96782.01,158.09
HB020739,2022-10-29,2023-02-17,2023-02-21,Goa,Business,Standard,4,3,0,Business,10,2,4,0,0,0,111,0.817,8500,8492.61,8385.3,33541.21,-1.35
HB020740,2023-02-28,2023-07-27,2023-07-31,Hyderabad,Business,Suite,4,3,0,Business,2,7,3,0,0,0,149,0.656,5500,5531.88,9075.64,36302.54,65.01
HB020741,2024-08-29,2024-10-15,2024-10-22,Bangalore,Resort,Standard,7,1,2,Group,8,10,1,0,1,0,47,0.95,6200,12224.77,17529.23,122704.63,182.73
HB020742,2024-05-28,2024-10-24,2024-10-27,Pune,Boutique,Deluxe,3,1,1,Business,5,10,3,0,1,0,149,0.856,5200,7234.92,15445.26,46335.77,197.02
HB020743,2023-08-14,2023-12-28,2023-12-29,Hyderabad,Business,Standard,1,1,0,Leisure,8,12,3,0,1,0,136,0.95,5500,5256.33,9472.85,9472.85,72.23
HB020744,2023-07-01,2023-11-19,2023-11-21,Bangalore,Budget,Executive,2,3,0,Group,7,11,6,1,1,0,141,0.95,6200,3695.52,11837.41,23674.82,90.93
HB020745,2023-02-12,2023-07-05,2023-07-12,Delhi,Boutique,Deluxe,7,3,0,Business,2,7,2,0,0,0,143,0.843,6800,9103.99,13270.07,92890.47,95.15
HB020746,2023-06-17,2023-07-09,2023-07-10,Bangalore,Business,Suite,1,3,0,Business,6,7,6,1,0,0,22,0.722,6200,6095.69,16110.74,16110.74,159.85
HB020747,2024-07-05,2024-09-22,2024-09-23,Chennai,Luxury,Deluxe,1,4,0,Business,7,9,6,1,0,0,79,0.763,5800,11903.98,18215.92,18215.92,214.07
HB020748,2023-09-11,2023-11-24,2023-11-26,Goa,Business,Suite,2,2,1,Business,9,11,4,0,1,0,74,0.931,8500,8940.73,30246.53,60493.06,255.84
HB020749,2022-12-17,2023-06-15,2023-06-21,Bangalore,Luxury,Executive,6,2,2,Leisure,12,6,3,0,0,0,180,0.843,6200,11475.77,19729.21,118375.27,218.21
HB020750,2023-07-15,2023-09-24,2023-09-30,Kolkata,Boutique,Standard,6,2,2,Business,7,9,6,1,0,0,71,0.82,4800,7283.85,8085.82,48514.93,68.45
HB020751,2024-02-16,2024-04-15,2024-04-20,Hyderabad,Budget,Executive,5,3,0,Business,2,4,0,0,1,0,59,0.948,5500,2999.62,8832.45,44162.27,60.59
HB020752,2023-12-04,2024-01-22,2024-01-28,Pune,Luxury,Suite,6,2,1,Leisure,12,1,0,0,1,0,49,0.878,5200,11192.1,31190.33,187142.0,499.81
HB020753,2023-08-25,2023-10-05,2023-10-10,Mumbai,Boutique,Standard,5,3,0,Group,8,10,3,0,1,0,41,0.95,7500,10122.82,18142.18,90710.91,141.9
HB020754,2023-08-25,2023-09-10,2023-09-16,Pune,Budget,Executive,6,1,1,Leisure,8,9,6,1,0,1,16,0.729,5200,2829.94,7693.04,46158.25,47.94
HB020755,2024-05-03,2024-07-07,2024-07-12,Bangalore,Luxury,Deluxe,5,3,0,Business,5,7,6,1,0,0,65,0.785,6200,11297.14,19375.32,96876.58,212.51
HB020756,2023-05-29,2023-06-30,2023-07-02,Chennai,Luxury,Suite,2,4,0,Business,5,6,4,0,0,0,32,0.826,5800,10468.48,24172.99,48345.98,316.78
HB020757,2023-01-13,2023-07-04,2023-07-10,Mumbai,Resort,Executive,6,2,2,Leisure,1,7,1,0,0,0,172,0.765,7500,14392.5,20858.09,125148.53,178.11
HB020758,2023-02-25,2023-05-04,2023-05-09,Delhi,Business,Deluxe,5,3,0,Business,2,5,3,0,1,0,68,0.95,6800,7355.69,13982.57,69912.86,105.63
HB020759,2022-09-18,2023-01-17,2023-01-19,Delhi,Luxury,Executive,2,1,2,Leisure,9,1,1,0,1,0,121,0.95,6800,13152.73,36342.1,72684.21,434.44
HB020760,2023-01-30,2023-07-22,2023-07-25,Goa,Resort,Executive,3,1,2,Group,1,7,5,1,0,1,173,0.714,8500,16700.13,34387.72,103163.16,304.56
HB020761,2024-04-21,2024-09-07,2024-09-14,Bangalore,Business,Deluxe,7,1,1,Business,4,9,5,1,0,0,139,0.858,6200,6788.9,10180.2,71261.37,64.2
HB020762,2023-06-27,2023-10-18,2023-10-24,Bangalore,Business,Executive,6,3,0,Leisure,6,10,2,0,1,0,113,0.95,6200,6757.9,15984.29,95905.73,157.81
HB020763,2023-05-14,2023-08-16,2023-08-23,Chennai,Budget,Suite,7,3,0,Leisure,5,8,2,0,0,0,94,0.837,5800,3742.7,7343.85,51406.97,26.62
HB020764,2024-07-27,2024-10-31,2024-11-02,Hyderabad,Resort,Suite,2,1,0,Leisure,7,10,3,0,1,0,96,0.95,5500,10232.91,35423.61,70847.21,544.07
HB020765,2023-05-14,2023-07-29,2023-07-31,Kolkata,Budget,Suite,2,4,0,Leisure,5,7,5,1,0,0,76,0.719,4800,2941.04,6523.33,13046.65,35.9
HB020766,2023-02-11,2023-06-06,2023-06-07,Mumbai,Budget,Standard,1,3,0,Business,2,6,1,0,0,0,115,0.869,7500,4267.82,5044.37,5044.37,-32.74
HB020767,2022-12-17,2023-02-26,2023-02-28,Chennai,Luxury,Suite,2,2,2,Business,12,2,6,1,0,0,71,0.719,5800,10764.06,24821.01,49642.02,327.95
HB020768,2024-07-29,2024-10-14,2024-10-21,Mumbai,Budget,Standard,7,2,1,Business,7,10,0,0,1,0,77,0.95,7500,4869.86,7673.39,53713.75,2.31
HB020769,2023-10-31,2024-01-27,2024-01-28,Bangalore,Boutique,Suite,1,2,0,Business,10,1,5,1,1,0,88,0.95,6200,8587.88,35608.02,35608.02,474.32
HB020770,2023-05-02,2023-10-23,2023-10-24,Bangalore,Resort,Executive,1,3,0,Leisure,5,10,0,0,1,0,174,0.881,6200,10127.33,29346.08,29346.08,373.32
HB020771,2024-02-08,2024-06-11,2024-06-14,Delhi,Business,Deluxe,3,1,0,Leisure,2,6,1,0,0,0,124,0.749,6800,7120.22,8648.0,25943.99,27.18
HB020772,2024-05-11,2024-09-04,2024-09-10,Kolkata,Luxury,Suite,6,4,0,Business,5,9,2,0,0,0,116,0.733,4800,9896.84,16515.62,99093.7,244.08
HB020773,2023-04-27,2023-08-26,2023-08-27,Chennai,Boutique,Deluxe,1,4,0,Business,4,8,5,1,0,0,121,0.687,5800,7988.03,10734.62,10734.62,85.08
HB020774,2023-01-05,2023-05-07,2023-05-10,Pune,Resort,Deluxe,3,2,0,Leisure,1,5,6,1,1,1,122,0.941,5200,9858.72,31082.18,93246.55,497.73
HB020775,2024-01-23,2024-07-02,2024-07-03,Kolkata,Business,Standard,1,1,0,Group,1,7,1,0,0,1,161,0.807,4800,4375.86,6520.51,6520.51,35.84
HB020776,2023-10-23,2023-12-15,2023-12-22,Chennai,Budget,Executive,7,1,0,Leisure,10,12,4,0,1,0,53,0.95,5800,3479.1,9345.58,65419.05,61.13
HB020777,2024-02-11,2024-02-19,2024-02-21,Goa,Budget,Suite,2,2,0,Leisure,2,2,0,0,0,0,8,0.722,8500,5385.24,10011.25,20022.49,17.78
HB020778,2023-09-05,2023-09-06,2023-09-08,Mumbai,Boutique,Standard,2,3,0,Business,9,9,2,0,0,0,1,0.881,7500,10323.87,15782.67,31565.34,110.44
HB020779,2024-02-23,2024-06-14,2024-06-17,Mumbai,Boutique,Standard,3,1,0,Leisure,2,6,4,0,0,1,112,0.713,7500,9955.78,11910.12,35730.36,58.8
HB020780,2024-08-07,2024-09-29,2024-09-30,Delhi,Resort,Deluxe,1,2,1,Group,8,9,6,1,0,0,53,0.71,6800,12393.64,16590.04,16590.04,143.97
HB020781,2023-10-17,2023-11-10,2023-11-15,Mumbai,Budget,Suite,5,1,1,Group,10,11,4,0,1,0,24,0.95,7500,4737.34,16921.21,84606.03,125.62
HB020782,2024-03-18,2024-07-29,2024-08-03,Goa,Resort,Deluxe,5,3,0,Leisure,3,7,0,0,0,0,133,0.731,8500,15234.08,18281.91,91409.57,115.08
HB020783,2023-07-07,2023-12-08,2023-12-13,Hyderabad,Boutique,Suite,5,4,0,Leisure,7,12,4,0,1,1,154,0.95,5500,7622.39,33540.57,167702.87,509.83
HB020784,2022-12-03,2023-01-15,2023-01-17,Bangalore,Business,Suite,2,2,1,Leisure,12,1,6,1,1,0,43,0.877,6200,6277.84,22996.49,45992.98,270.91
HB020785,2024-05-28,2024-06-22,2024-06-27,Kolkata,Budget,Executive,5,3,0,Leisure,5,6,5,1,0,0,25,0.759,4800,2863.39,5986.66,29933.31,24.72
HB020786,2023-02-23,2023-08-19,2023-08-26,Bangalore,Boutique,Standard,7,1,2,Group,2,8,5,1,0,0,177,0.692,6200,8902.47,8854.54,61981.76,42.82
HB020787,2023-12-13,2024-03-21,2024-03-25,Chennai,Luxury,Deluxe,4,3,0,Business,12,3,3,0,0,0,99,0.717,5800,12405.96,13153.51,52614.05,126.78
HB020788,2023-04-10,2023-08-11,2023-08-13,Bangalore,Budget,Suite,2,1,1,Leisure,4,8,4,0,0,0,123,0.832,6200,3560.85,8284.64,16569.29,33.62
HB020789,2024-08-25,2024-09-03,2024-09-04,Mumbai,Budget,Executive,1,2,2,Business,8,9,1,0,0,0,9,0.717,7500,4351.45,7305.14,7305.14,-2.6
HB020790,2024-05-06,2024-10-01,2024-10-07,Delhi,Budget,Executive,6,1,0,Leisure,5,10,1,0,1,0,148,0.95,6800,4225.39,11205.5,67233.0,64.79
HB020791,2024-07-29,2024-09-11,2024-09-13,Pune,Luxury,Standard,2,4,0,Leisure,7,9,2,0,0,0,44,0.809,5200,10055.25,10680.64,21361.27,105.4
HB020792,2024-01-09,2024-04-15,2024-04-17,Kolkata,Boutique,Deluxe,2,2,1,Business,1,4,0,0,1,0,97,0.856,4800,6908.02,13245.51,26491.01,175.95
HB020793,2024-01-04,2024-01-06,2024-01-08,Chennai,Resort,Deluxe,2,2,2,Leisure,1,1,5,1,1,0,2,0.95,5800,10590.3,36608.35,73216.7,531.18
HB020794,2024-10-21,2024-11-05,2024-11-09,Delhi,Luxury,Executive,4,2,2,Leisure,10,11,1,0,1,0,15,0.95,6800,12511.24,40337.21,161348.84,493.19
HB020795,2022-12-08,2023-02-23,2023-02-27,Delhi,Luxury,Executive,4,3,0,Leisure,12,2,3,0,0,0,77,0.808,6800,12241.45,22366.68,89466.71,228.92
HB020796,2022-08-23,2023-01-26,2023-02-02,Kolkata,Boutique,Deluxe,7,1,0,Leisure,8,1,3,0,1,1,156,0.921,4800,6316.88,18085.47,126598.29,276.78
HB020797,2023-01-27,2023-02-05,2023-02-10,Bangalore,Business,Executive,5,1,1,Leisure,1,2,6,1,0,0,9,0.833,6200,6449.28,13077.12,65385.62,110.92
HB020798,2024-06-12,2024-09-08,2024-09-11,Goa,Resort,Suite,3,2,0,Business,6,9,6,1,0,0,88,0.864,8500,15842.42,41681.74,125045.22,390.37
HB020799,2024-04-10,2024-05-18,2024-05-22,Chennai,Business,Suite,4,2,1,Leisure,4,5,5,1,1,0,38,0.95,5800,5621.35,22818.07,91272.27,293.41
HB020800,2023-04-25,2023-07-12,2023-07-16,Pune,Resort,Standard,4,4,0,Group,4,7,2,0,0,0,78,0.789,5200,9268.09,8930.04,35720.16,71.73
HB020801,2024-05-24,2024-06-21,2024-06-27,Hyderabad,Boutique,Executive,6,3,0,Leisure,5,6,4,0,0,0,28,0.656,5500,7809.25,10806.15,64836.9,96.48
HB020802,2023-08-31,2023-12-17,2023-12-24,Pune,Budget,Suite,7,1,0,Leisure,8,12,6,1,1,0,108,0.892,5200,3368.1,11873.8,83116.58,128.34
HB020803,2023-10-04,2023-10-24,2023-10-26,Bangalore,Business,Suite,2,2,2,Leisure,10,10,1,0,1,0,20,0.907,6200,6793.34,23196.98,46393.96,274.14
HB020804,2023-12-31,2024-04-03,2024-04-05,Mumbai,Luxury,Deluxe,2,4,0,Business,12,4,2,0,1,0,94,0.907,7500,14085.44,31480.78,62961.57,319.74
HB020805,2024-03-22,2024-07-17,2024-07-24,Goa,Resort,Suite,7,3,0,Business,3,7,2,0,0,0,117,0.743,8500,15341.77,28204.14,197429.01,231.81
HB020806,2022-08-15,2023-01-08,2023-01-11,Pune,Resort,Deluxe,3,3,0,Leisure,8,1,6,1,1,0,146,0.95,5200,9903.95,25839.14,77517.42,396.91
HB020807,2022-10-27,2023-04-23,2023-04-28,Chennai,Business,Deluxe,5,1,2,Leisure,10,4,6,1,1,0,178,0.95,5800,6339.58,14643.27,73216.36,152.47
HB020808,2024-08-16,2024-11-27,2024-12-04,Goa,Budget,Executive,7,4,0,Business,8,11,2,0,1,0,103,0.95,8500,4721.18,13006.54,91045.78,53.02
HB020809,2023-04-02,2023-08-03,2023-08-05,Bangalore,Boutique,Deluxe,2,1,1,Leisure,4,8,3,0,0,0,123,0.739,6200,8096.87,11184.94,22369.87,80.4
HB020810,2024-03-11,2024-05-20,2024-05-24,Chennai,Business,Executive,4,1,1,Business,3,5,0,0,1,0,70,0.95,5800,5504.66,16023.07,64092.28,176.26
HB020811,2024-02-13,2024-02-29,2024-03-02,Goa,Luxury,Deluxe,2,1,0,Leisure,2,2,3,0,0,0,16,0.761,8500,15422.94,24432.95,48865.91,187.45
HB020812,2024-07-10,2024-09-18,2024-09-24,Kolkata,Business,Deluxe,6,2,1,Business,7,9,2,0,0,0,70,0.716,4800,4372.68,5526.14,33156.86,15.13
HB020813,2024-07-29,2024-09-12,2024-09-15,Mumbai,Business,Suite,3,4,0,Leisure,7,9,3,0,0,0,45,0.795,7500,8007.48,16084.47,48253.41,114.46
HB020814,2023-06-11,2023-06-15,2023-06-16,Delhi,Boutique,Standard,1,1,2,Leisure,6,6,3,0,0,0,4,0.843,6800,10193.8,14147.45,14147.45,108.05
HB020815,2023-07-05,2023-12-25,2023-12-31,Kolkata,Budget,Standard,6,1,0,Leisure,7,12,0,0,1,0,173,0.917,4800,3030.99,4558.3,27349.81,-5.04
HB020816,2023-01-30,2023-05-28,2023-05-30,Delhi,Business,Executive,2,3,0,Business,1,5,6,1,1,0,118,0.95,6800,7456.39,23111.26,46222.52,239.87
HB020817,2024-01-09,2024-03-30,2024-04-04,Bangalore,Resort,Deluxe,5,2,2,Business,1,3,5,1,0,0,81,0.842,6200,11048.91,17873.44,89367.21,188.28
HB020818,2024-05-16,2024-08-27,2024-08-30,Mumbai,Resort,Executive,3,2,2,Leisure,5,8,1,0,0,0,103,0.762,7500,13876.29,21453.84,64361.51,186.05
HB020819,2023-07-27,2023-09-18,2023-09-20,Mumbai,Boutique,Suite,2,1,2,Business,7,9,0,0,0,0,53,0.699,7500,10069.59,19719.52,39439.04,162.93
HB020820,2024-06-16,2024-07-07,2024-07-12,Goa,Luxury,Executive,5,2,2,Leisure,6,7,6,1,0,0,21,0.787,8500,16825.56,36376.38,181881.92,327.96
HB020821,2023-04-13,2023-09-11,2023-09-16,Hyderabad,Luxury,Suite,5,2,1,Business,4,9,0,0,0,0,151,0.746,5500,11336.75,19340.88,96704.4,251.65
HB020822,2024-04-23,2024-08-18,2024-08-19,Chennai,Budget,Deluxe,1,1,1,Leisure,4,8,6,1,0,0,117,0.828,5800,3179.91,6019.66,6019.66,3.79
HB020823,2024-06-04,2024-08-30,2024-09-01,Mumbai,Resort,Deluxe,2,2,1,Business,6,8,4,0,0,0,87,0.714,7500,13573.94,16794.66,33589.32,123.93
HB020824,2023-08-03,2023-10-02,2023-10-06,Kolkata,Resort,Deluxe,4,2,0,Leisure,8,10,0,0,1,0,60,0.95,4800,9476.98,18322.41,73289.64,281.72
HB020825,2023-03-28,2023-06-07,2023-06-11,Hyderabad,Resort,Standard,4,1,1,Leisure,3,6,2,0,0,0,71,0.838,5500,10160.86,10056.3,40225.2,82.84
HB020826,2022-08-21,2023-01-17,2023-01-23,Bangalore,Boutique,Executive,6,2,2,Leisure,8,1,1,0,1,0,149,0.95,6200,9152.58,22701.56,136209.36,266.15
HB020827,2024-06-08,2024-11-25,2024-12-02,Delhi,Budget,Deluxe,7,2,1,Group,6,11,0,0,1,0,170,0.886,6800,3824.63,8359.44,58516.08,22.93
HB020828,2022-09-10,2023-01-28,2023-02-02,Mumbai,Resort,Standard,5,4,0,Business,9,1,5,1,1,0,140,0.95,7500,14469.36,25423.48,127117.41,238.98
HB020829,2023-06-19,2023-12-15,2023-12-21,Bangalore,Resort,Deluxe,6,3,0,Business,6,12,4,0,1,0,179,0.95,6200,10948.33,23013.78,138082.7,271.19
HB020830,2023-06-01,2023-11-18,2023-11-21,Bangalore,Budget,Standard,3,4,0,Business,6,11,5,1,1,0,170,0.932,6200,3410.68,7834.59,23503.76,26.36
HB020831,2023-08-20,2023-12-14,2023-12-19,Bangalore,Resort,Executive,5,4,0,Business,8,12,3,0,1,0,116,0.884,6200,12083.39,27555.65,137778.27,344.45
HB020832,2024-02-15,2024-07-30,2024-08-01,Bangalore,Budget,Suite,2,1,0,Leisure,2,7,1,0,0,0,166,0.71,6200,3650.76,6915.88,13831.76,11.55
HB020833,2023-09-27,2023-10-16,2023-10-19,Kolkata,Luxury,Deluxe,3,1,0,Leisure,9,10,0,0,1,0,19,0.95,4800,9751.77,23841.3,71523.91,396.69
HB020834,2023-12-10,2024-01-02,2024-01-08,Chennai,Luxury,Suite,6,1,1,Leisure,12,1,1,0,1,0,23,0.939,5800,10811.39,43945.77,263674.62,657.69
HB020835,2024-10-08,2024-11-18,2024-11-20,Kolkata,Luxury,Suite,2,1,2,Business,10,11,0,0,1,0,41,0.95,4800,9547.52,34535.35,69070.7,619.49
HB020836,2024-10-19,2024-11-24,2024-11-26,Chennai,Resort,Deluxe,2,4,0,Leisure,10,11,6,1,1,0,36,0.863,5800,9796.88,26321.2,52642.4,353.81
HB020837,2024-01-01,2024-04-17,2024-04-21,Mumbai,Business,Standard,4,3,0,Leisure,1,4,2,0,1,0,107,0.95,7500,7603.69,12457.59,49830.35,66.1
HB020838,2023-09-20,2023-12-08,2023-12-09,Goa,Boutique,Deluxe,1,2,1,Leisure,9,12,4,0,1,0,79,0.95,8500,12106.06,27433.46,27433.46,222.75
HB020839,2024-01-18,2024-03-29,2024-03-31,Pune,Boutique,Standard,2,3,0,Leisure,1,3,4,0,0,1,71,0.692,5200,7856.56,8644.68,17289.35,66.24
HB020840,2024-09-26,2024-12-24,2024-12-30,Pune,Business,Deluxe,6,1,2,Business,9,12,1,0,1,0,89,0.95,5200,5655.16,11088.02,66528.13,113.23
HB020841,2024-10-31,2024-11-16,2024-11-21,Delhi,Luxury,Deluxe,5,1,0,Leisure,10,11,5,1,1,0,16,0.921,6800,12433.97,37542.6,187712.98,452.1
HB020842,2022-12-17,2023-04-17,2023-04-21,Kolkata,Luxury,Deluxe,4,3,0,Business,12,4,0,0,1,0,121,0.95,4800,10546.5,20033.23,80132.92,317.36
HB020843,2024-10-02,2024-10-21,2024-10-28,Bangalore,Budget,Executive,7,4,0,Business,10,10,0,0,1,0,19,0.913,6200,3692.74,10291.05,72037.35,65.98
HB020844,2023-05-25,2023-09-29,2023-10-02,Goa,Budget,Deluxe,3,3,0,Leisure,5,9,4,0,0,0,127,0.753,8500,4960.86,6508.8,19526.4,-23.43
HB020845,2024-03-13,2024-07-11,2024-07-14,Delhi,Boutique,Suite,3,3,0,Leisure,3,7,3,0,0,0,120,0.808,6800,9592.07,20209.31,60627.92,197.2
HB020846,2024-05-25,2024-10-08,2024-10-11,Delhi,Business,Standard,3,4,0,Group,5,10,1,0,1,0,136,0.904,6800,6925.1,11339.5,34018.5,66.76
HB020847,2023-12-01,2024-05-17,2024-05-21,Chennai,Resort,Standard,4,4,0,Leisure,12,5,4,0,1,0,168,0.876,5800,9844.01,15345.95,61383.81,164.59
HB020848,2023-11-30,2024-04-24,2024-04-28,Pune,Boutique,Suite,4,1,0,Business,11,4,2,0,1,0,146,0.909,5200,7687.59,23459.36,93837.42,351.14
HB020849,2024-06-17,2024-07-22,2024-07-25,Pune,Luxury,Standard,3,2,1,Leisure,6,7,0,0,0,0,35,0.702,5200,11056.87,8948.87,26846.61,72.09
HB020850,2022-12-19,2023-01-14,2023-01-18,Chennai,Budget,Deluxe,4,2,1,Leisure,12,1,5,1,1,0,26,0.917,5800,3724.69,9687.32,38749.27,67.02
HB020851,2023-02-25,2023-02-26,2023-03-04,Kolkata,Business,Executive,6,3,0,Leisure,2,2,6,1,0,0,1,0.679,4800,4622.78,9706.67,58240.03,102.22
HB020852,2023-03-06,2023-05-01,2023-05-06,Pune,Resort,Executive,5,3,0,Leisure,3,5,0,0,1,0,56,0.95,5200,8535.62,25096.91,125484.57,382.63
HB020853,2024-10-14,2024-11-27,2024-12-02,Kolkata,Resort,Standard,5,2,0,Leisure,10,11,2,0,1,0,44,0.854,4800,8157.91,12853.51,64267.55,167.78
HB020854,2023-07-26,2023-08-13,2023-08-14,Goa,Business,Deluxe,1,2,2,Leisure,7,8,6,1,0,0,18,0.719,8500,8098.05,13029.66,13029.66,53.29
HB020855,2024-04-02,2024-09-21,2024-09-22,Goa,Boutique,Deluxe,1,2,0,Business,4,9,5,1,0,0,172,0.853,8500,11717.46,20193.27,20193.27,137.57
HB020856,2024-06-05,2024-06-24,2024-06-28,Goa,Resort,Deluxe,4,1,2,Business,6,6,0,0,0,0,19,0.819,8500,15913.01,21477.16,85908.66,152.67
HB020857,2024-06-25,2024-07-18,2024-07-21,Pune,Resort,Suite,3,1,1,Group,6,7,3,0,0,0,23,0.811,5200,8643.83,22516.2,67548.6,333.0
HB020858,2023-03-10,2023-08-09,2023-08-12,Kolkata,Budget,Suite,3,3,0,Business,3,8,2,0,0,0,152,0.845,4800,2691.76,6483.71,19451.14,35.08
HB020859,2024-03-25,2024-04-13,2024-04-18,Mumbai,Resort,Suite,5,2,0,Leisure,3,4,5,1,1,0,19,0.95,7500,14347.86,60422.79,302113.96,705.64
HB020860,2023-02-12,2023-03-05,2023-03-09,Kolkata,Resort,Suite,4,4,0,Business,2,3,6,1,0,1,21,0.764,4800,7939.89,29387.84,117551.38,512.25
HB020861,2022-10-22,2023-03-11,2023-03-14,Hyderabad,Boutique,Suite,3,2,2,Group,10,3,5,1,0,0,140,0.761,5500,7832.29,18163.41,54490.23,230.24
HB020862,2023-08-18,2024-01-10,2024-01-13,Hyderabad,Boutique,Suite,3,3,0,Business,8,1,2,0,1,1,145,0.95,5500,7944.61,34697.39,104092.18,530.86
HB020863,2023-09-28,2023-11-09,2023-11-14,Chennai,Resort,Suite,5,3,0,Group,9,11,3,0,1,0,42,0.899,5800,9963.13,32984.95,164924.74,468.71
HB020864,2022-08-11,2023-01-15,2023-01-17,Bangalore,Boutique,Executive,2,4,0,Business,8,1,6,1,1,0,157,0.896,6200,8559.57,26052.61,52105.22,320.2
HB020865,2024-07-12,2024-12-17,2024-12-20,Delhi,Luxury,Suite,3,4,0,Leisure,7,12,1,0,1,0,158,0.95,6800,13311.3,48563.0,145689.0,614.16
